What is your age,What is your gender identity,Other (please specify)...4,American Indian or Alaska Native,Asian or Asian American,Black or African American,Hispanic or Latino,Middle Eastern or North African,Native Hawaiian or other Pacific Islander,White,Another race,Other (please specify)...13,In what state or U.S. territory do you live?,What is the geography of your place of residence?,Which of the following best describes your current relationship status?,What is the highest level of education you have completed?,Protestantism,Catholicism,Christianity,Judaism,Islam,Buddhism,Hinduism,Native American,Inter/Non-denominational,No religion,Other (please specify)...28,RHISum,RHIMean,PeerMean,MentorMean,CommunityMean,Zest,Engagement,Authenticity,SocialScore,EmotionalScore,Loneliness
38,Cisgender woman,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,Michigan,Urban,Married,2 years of college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,108,5.684210526315789,3.0833333333333335,2.6363636363636362,3,2.923076923076923,3.25,2.5833333333333335,4,1,5
29,Cisgender man,NA,NA,NA,NA,Hispanic or Latino,NA,NA,NA,NA,NA,Texas,Urban,"Single, never married",Graduated from high school,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,6,3.1666666666666665,3.4545454545454546,2.7142857142857144,3,3,3.25,4,5,9
31,Cisgender woman,NA,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,Oklahoma,Rural,"Single, never married",Graduated from high school,NA,NA,Christianity,NA,NA,NA,NA,Native American,NA,NA,NA,108,5.684210526315789,3,3.4545454545454546,2.4285714285714284,2.3846153846153846,2.3333333333333335,4.083333333333333,NA,NA,NA
34,Cisgender woman,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,New Jersey,Urban,Married,1 year of college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,145,7.631578947368421,4.166666666666667,3.727272727272727,3.857142857142857,4,4.75,3,0,0,0
21,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Michigan,Suburban,"Single, never married",Graduated from high school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,104,5.473684210526316,3.75,2.727272727272727,2.0714285714285716,2.923076923076923,2.6666666666666665,2.8333333333333335,5,6,11
32,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,South Carolina,Suburban,"Single, never married",Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,NA,NA,NA,2.272727272727273,2.357142857142857,2.3076923076923075,NA,3,2,3,5
45,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Nebraska,Suburban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,116,6.105263157894737,3.1666666666666665,4,2.4285714285714284,3,3,3.4166666666666665,5,6,11
42,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Maryland,Suburban,Divorced,1 year of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,119,6.2631578947368425,3.5,4.2727272727272725,2.142857142857143,2.8461538461538463,3.5833333333333335,3.25,0,1,1
26,Cisgender woman,NA,NA,NA,NA,Hispanic or Latino,NA,NA,White,NA,NA,Mississippi,Suburban,"Single, never married",2 years of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,131,6.894736842105263,4.25,3.4545454545454546,3,3.3076923076923075,3.8333333333333335,3.5,4,6,10
35,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,New York,Urban,Cohabiting with a significant other or in a domestic partnership,1 year of college,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,7.157894736842105,3.9166666666666665,3.8181818181818183,3.357142857142857,3.923076923076923,3.9166666666666665,3.1666666666666665,2,2,4
39,Cisgender man,NA,NA,NA,NA,Hispanic or Latino,NA,NA,NA,NA,NA,California,Suburban,Married,2 years of college,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,4.473684210526316,2.9166666666666665,2,2,2.230769230769231,2.4166666666666665,2.25,5,5,10
38,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,South Carolina,Suburban,Married,2 years of college,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,6.894736842105263,3.6666666666666665,4,3.0714285714285716,3.3076923076923075,3.5833333333333335,3.75,4,4,8
31,Cisgender man,NA,NA,NA,NA,Hispanic or Latino,NA,NA,NA,NA,NA,Indiana,Urban,"Single, never married",Graduated from college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,121,6.368421052631579,3.9166666666666665,3.6363636363636362,2.4285714285714284,3.3076923076923075,3,3.5,5,5,10
45,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,California,Suburban,Married,Graduated from college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,130,6.842105263157895,3.9166666666666665,3.6363636363636362,3.0714285714285716,3.6153846153846154,3.9166666666666665,3,0,0,0
37,Cisgender man,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,Virginia,Suburban,"Single, never married",Graduated from college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,151,7.947368421052632,4.25,4.909090909090909,3.2857142857142856,4.153846153846154,4.166666666666667,3.9166666666666665,1,3,4
41,Cisgender man,NA,American Indian or Alaska Native,NA,NA,Hispanic or Latino,Middle Eastern or North African,NA,White,NA,NA,Delaware,Suburban,"Single, never married",Completed graduate school,NA,Catholicism,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,118,6.2105263157894735,3.25,3.727272727272727,2.7142857142857144,3.1538461538461537,3.0833333333333335,3.3333333333333335,5,5,10
48,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Indiana,Rural,"Single, never married",2 years of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,73,3.8421052631578947,2.4166666666666665,1,2.357142857142857,1.3846153846153846,2.0833333333333335,2.5,5,6,11
36,Cisgender man,NA,NA,NA,NA,Hispanic or Latino,NA,NA,NA,NA,NA,North Carolina,Urban,"Single, never married",9th grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,NA,NA,NA,4,3,NA,3.4166666666666665,3.25,5,6,11
40,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Virginia,Suburban,Cohabiting with a significant other or in a domestic partnership,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,92,4.842105263157895,3.25,2.1818181818181817,2.0714285714285716,1.9230769230769231,2.8333333333333335,2.75,3,5,8
26,Cisgender woman,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,New York,Urban,"Single, never married",Graduated from high school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,135,7.105263157894737,4,3.272727272727273,3.642857142857143,3.6153846153846154,3.6666666666666665,3.6666666666666665,4,4,8
56,Cisgender woman,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,Texas,Suburban,Married,Graduated from college,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,7.947368421052632,4.416666666666667,4.818181818181818,3.2142857142857144,4.384615384615385,4.5,3.3333333333333335,0,2,2
27,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Florida,Suburban,"Single, never married",Completed graduate school,Protestantism,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,138,7.2631578947368425,3.8333333333333335,3.5454545454545454,3.7857142857142856,4.230769230769231,4,2.9166666666666665,0,NA,NA
34,Cisgender woman,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,Pennsylvania,Suburban,Cohabiting with a significant other or in a domestic partnership,Completed graduate school,NA,NA,NA,NA,NA,Buddhism,NA,NA,NA,NA,NA,NA,NA,2.5833333333333335,2.5454545454545454,NA,NA,1.9166666666666667,2.4166666666666665,0,0,0
48,Cisgender man,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biracial,Texas,Urban,Married,Graduated from college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,154,8.105263157894736,5,3.4545454545454546,4,4.230769230769231,4.25,4,0,0,0
50,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Pennsylvania,Suburban,Married,Completed graduate school,NA,Catholicism,NA,Judaism,NA,NA,NA,NA,NA,NA,NA,138,7.2631578947368425,4,5,2.5,3.6153846153846154,3.25,4.333333333333333,4,6,10
49,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,New York,Suburban,Divorced,1 year of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,118,6.2105263157894735,3.5833333333333335,3,3,3.076923076923077,3.25,3.25,4,6,10
44,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Minnesota,Rural,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,122,6.421052631578948,3.3333333333333335,3.1818181818181817,3.357142857142857,3.5384615384615383,3.5,2.8333333333333335,1,6,7
23,Gender queer,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Virginia,Urban,"Single, never married",Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,NA,NA,NA,3.272727272727273,3.2142857142857144,3.923076923076923,NA,3.25,4,6,10
75,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Oregon,Exurban,Widowed,Some graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agnostic polytheism,125,6.578947368421052,4,3.090909090909091,3.0714285714285716,3.3846153846153846,3.4166666666666665,3.3333333333333335,5,4,9
41,Cisgender woman,NA,NA,NA,NA,Hispanic or Latino,NA,NA,NA,NA,NA,California,Suburban,Married,Graduated from college,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,6.473684210526316,4,3,3,3.3076923076923075,3.3333333333333335,3.3333333333333335,0,3,3
29,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,California,Urban,"Single, never married",2 years of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,99,5.2105263157894735,3,1.9090909090909092,3,2.6923076923076925,2.75,2.5833333333333335,4,6,10
23,Cisgender woman,NA,NA,NA,NA,Hispanic or Latino,NA,NA,White,NA,NA,Washington,Suburban,"Single, never married",1 year of college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,120,6.315789473684211,3.75,4.818181818181818,1.5714285714285714,3.076923076923077,3.0833333333333335,3.5833333333333335,1,4,5
39,Cisgender woman,NA,American Indian or Alaska Native,NA,NA,NA,NA,NA,White,NA,NA,Idaho,Suburban,Married,2 years of college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,108,5.684210526315789,3.5833333333333335,2.727272727272727,2.5,2.8461538461538463,3.0833333333333335,2.8333333333333335,0,1,1
46,Cisgender woman,NA,NA,NA,NA,Hispanic or Latino,NA,NA,NA,NA,NA,California,Suburban,Married,Graduated from college,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,6.421052631578948,3.25,3.6363636363636362,3.0714285714285716,2.923076923076923,3.6666666666666665,3.3333333333333335,1,2,3
49,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Texas,Suburban,Married,Graduated from college,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,6.2105263157894735,3.3333333333333335,4.181818181818182,2.2857142857142856,3.076923076923077,3.3333333333333335,3.1666666666666665,1,1,2
37,Cisgender man,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,Nevada,Urban,"Single, never married",2 years of college,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,4.842105263157895,2.8333333333333335,2.6363636363636362,2.0714285714285716,2.076923076923077,2.4166666666666665,3,1,1,2
54,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Florida,Urban,"Single, never married",2 years of college,NA,NA,NA,Judaism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.090909090909091,2.142857142857143,2.4615384615384617,NA,2.9166666666666665,0,3,3
31,Cisgender woman,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,Texas,Suburban,Married,Completed graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,100,5.2631578947368425,3.3333333333333335,2.3636363636363638,2.4285714285714284,2.6153846153846154,2.75,2.75,0,3,3
32,Cisgender woman,NA,NA,Asian or Asian American,NA,NA,NA,NA,White,NA,NA,Florida,Exurban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,92,4.842105263157895,2.9166666666666665,2.727272727272727,1.9285714285714286,2,2.4166666666666665,3.0833333333333335,4,1,5
39,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Ohio,Suburban,Cohabiting with a significant other or in a domestic partnership,Graduated from high school,NA,NA,NA,NA,NA,Buddhism,NA,NA,NA,NA,NA,107,5.631578947368421,3.5,3.3636363636363638,2,2.3076923076923075,2.9166666666666665,3.5,4,1,5
35,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Massachusetts,Suburban,"Single, never married",Some graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unitarian Universalist,NA,NA,NA,NA,NA,2.8461538461538463,NA,NA,4,4,8
38,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Connecticut,Suburban,"Single, never married",Graduated from college,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,5.2631578947368425,2.25,3,2.857142857142857,2.4615384615384617,2.5833333333333335,3.0833333333333335,5,6,11
40,Cisgender man,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,California,Suburban,"Single, never married",Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,99,5.2105263157894735,2.8333333333333335,3,2.2857142857142856,2.5384615384615383,2.3333333333333335,3.1666666666666665,5,6,11
49,Cisgender man,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,New York,Suburban,"Single, never married",Graduated from college,Protestantism,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,137,7.2105263157894735,4,3.727272727272727,3.4285714285714284,3.8461538461538463,3.8333333333333335,3.4166666666666665,1,1,2
38,Cisgender man,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,North Carolina,Urban,"Single, never married",2 years of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,101,5.315789473684211,3.0833333333333335,2.8181818181818183,2.357142857142857,2.6923076923076925,2.5,3,5,3,8
43,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Washington,Suburban,"Single, never married",1 year of college,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,6.105263157894737,3.1666666666666665,3.272727272727273,3,3.3846153846153846,3,3,4,4,8
27,Cisgender man,NA,NA,NA,NA,Hispanic or Latino,NA,NA,White,NA,NA,Texas,Suburban,"Single, never married",Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,113,5.947368421052632,3.75,2.6363636363636362,2.7857142857142856,3.076923076923077,3.25,2.8333333333333335,0,3,3
39,Cisgender man,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,Pennsylvania,Suburban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,NA,NA,NA,3.272727272727273,3.142857142857143,3,3.3333333333333335,NA,1,1,2
55,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Texas,Rural,Divorced,Graduated from high school,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,107,5.631578947368421,3.4166666666666665,3.1818181818181817,2.2142857142857144,2.230769230769231,3,3.5,5,3,8
27,Cisgender woman,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,Colorado,Rural,Married,Graduated from college,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,6.684210526315789,3.5833333333333335,3.6363636363636362,3.142857142857143,4,3.75,2.5,3,3,6
48,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,New Jersey,Suburban,"Single, never married",Completed graduate school,NA,NA,NA,Judaism,NA,NA,NA,NA,NA,NA,NA,113,5.947368421052632,3.1666666666666665,3.1818181818181817,2.857142857142857,2.769230769230769,3.0833333333333335,3.3333333333333335,5,6,11
33,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Colorado,Suburban,Married,Graduated from college,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,6.947368421052632,4.333333333333333,4.090909090909091,2.5,3.3076923076923075,3.9166666666666665,3.5,1,6,7
26,Cisgender woman,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,Georgia,Urban,"Single, never married",Graduated from high school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,104,5.473684210526316,3.25,3.3636363636363638,2,2.769230769230769,3,2.6666666666666665,5,5,10
61,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Indiana,Urban,Married,Graduated from high school,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,7.315789473684211,3.8333333333333335,4,3.5,3.923076923076923,3.8333333333333335,3.5,5,1,6
43,Cisgender woman,NA,NA,NA,NA,Hispanic or Latino,NA,NA,White,NA,NA,New Jersey,Suburban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,112,5.894736842105263,3.1666666666666665,3.3636363636363638,2.642857142857143,3.1538461538461537,3.1666666666666665,2.75,5,6,11
42,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Texas,Suburban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,135,7.105263157894737,3.8333333333333335,4.090909090909091,3.142857142857143,3.923076923076923,4.083333333333333,2.9166666666666665,0,0,0
23,Cisgender woman,NA,NA,NA,Black or African American,Hispanic or Latino,NA,NA,NA,NA,NA,Texas,Urban,"Single, never married",Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,98,5.157894736842105,2.9166666666666665,3.090909090909091,2.0714285714285716,2.6923076923076925,2.5,2.75,5,6,11
37,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Missouri,Suburban,Cohabiting with a significant other or in a domestic partnership,2 years of college,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7857142857142856,NA,NA,3,3,2,5
44,Cisgender man,NA,NA,NA,NA,NA,NA,NA,NA,Another race,NA,New Jersey,Suburban,Married,2 years of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,83,4.368421052631579,3.1666666666666665,1.8181818181818181,1.7857142857142858,2.076923076923077,2.0833333333333335,2.5833333333333335,5,6,11
39,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Oklahoma,Suburban,Married,Completed graduate school,Protestantism,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,126,6.631578947368421,3.6666666666666665,3.4545454545454546,3.142857142857143,3.6923076923076925,3.5833333333333335,2.9166666666666665,2,4,6
34,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Ohio,Suburban,Cohabiting with a significant other or in a domestic partnership,Graduated from college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,111,5.842105263157895,2.9166666666666665,3.272727272727273,2.857142857142857,3.076923076923077,3.0833333333333335,2.8333333333333335,4,6,10
31,Cisgender woman,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,North Carolina,Rural,"Single, never married",2 years of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,77,4.052631578947368,1.75,2.8181818181818183,1.7857142857142858,1.8461538461538463,1.6666666666666667,2.75,5,1,6
42,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Ohio,Suburban,Married,2 years of college,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,6.368421052631579,4.25,3.1818181818181817,2.5,2.8461538461538463,3.4166666666666665,3.5833333333333335,3,5,8
44,Cisgender man,NA,NA,NA,NA,Hispanic or Latino,NA,NA,White,NA,NA,New York,Suburban,Married,Graduated from college,NA,NA,NA,Judaism,NA,NA,NA,NA,NA,NA,NA,110,5.7894736842105265,3,3.1818181818181817,2.7857142857142856,2.6923076923076925,3,3.25,2,1,3
25,Cisgender man,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,Illinois,Suburban,Married,Graduated from college,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,7.631578947368421,3.9166666666666665,3.909090909090909,3.9285714285714284,4,3.9166666666666665,3.8333333333333335,3,0,3
45,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,North Carolina,Suburban,Separated,2 years of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,NA,NA,2.5833333333333335,1.1818181818181819,NA,2.5384615384615383,NA,NA,5,NA,NA
32,Cisgender woman,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,Georgia,Suburban,Married,Completed graduate school,Protestantism,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,151,7.947368421052632,4.666666666666667,3.8181818181818183,3.7857142857142856,4.153846153846154,4.583333333333333,3.5,0,1,1
36,Cisgender man,NA,NA,NA,NA,Hispanic or Latino,NA,NA,NA,NA,NA,Colorado,Urban,Married,Completed graduate school,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,6.7894736842105265,4,4.090909090909091,2.5714285714285716,3.4615384615384617,3.5833333333333335,3.4166666666666665,1,4,5
33,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,California,Suburban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,130,6.842105263157895,3.9166666666666665,3.3636363636363638,3.2857142857142856,3.4615384615384617,3.9166666666666665,3.1666666666666665,2,3,5
46,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Washington,Suburban,Married,Completed graduate school,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,6.315789473684211,3.6666666666666665,3.272727272727273,2.857142857142857,3,3.3333333333333335,3.4166666666666665,4,5,9
21,Cisgender man,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,Massachusetts,Suburban,Prefer not to answer,3 years of college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,126,6.631578947368421,3.8333333333333335,3.5454545454545454,2.9285714285714284,3.6153846153846154,3.5,3.0833333333333335,0,1,1
48,Cisgender man,NA,NA,Asian or Asian American,NA,NA,NA,NA,White,NA,NA,California,Urban,"Single, never married",11th grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,86,4.526315789473684,2.4166666666666665,2.5454545454545454,2.0714285714285716,2.076923076923077,2.4166666666666665,2.5,5,6,11
50,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Washington,Suburban,"Single, never married",Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,90,4.7368421052631575,2.5833333333333335,2.3636363636363638,2.357142857142857,2.230769230769231,2.6666666666666665,2.4166666666666665,4,6,10
35,Cisgender woman,NA,NA,NA,NA,Hispanic or Latino,NA,NA,NA,NA,NA,Arizona,Urban,Married,Graduated from high school,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,7.157894736842105,4,3.4545454545454546,3.5714285714285716,3.6153846153846154,3.6666666666666665,3.75,3,5,8
32,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Colorado,Suburban,"Single, never married",Completed graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,108,5.684210526315789,3.4166666666666665,2.3636363636363638,2.9285714285714284,2.6923076923076925,3.3333333333333335,2.75,3,2,5
55,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,New York,Rural,Divorced,Graduated from college,Protestantism,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,99,5.2105263157894735,2.9166666666666665,2.909090909090909,2.2857142857142856,2.5384615384615383,2.8333333333333335,2.6666666666666665,5,2,7
37,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,New York,Urban,Married,1 year of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,162,8.526315789473685,4.583333333333333,4.090909090909091,4.428571428571429,4.6923076923076925,4.75,3.6666666666666665,0,0,0
72,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Florida,Suburban,Divorced,Completed graduate school,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.333333333333333,3.8181818181818183,NA,NA,4,3.1666666666666665,0,0,0
39,Cisgender man,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,California,Suburban,Married,Completed graduate school,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,5.7894736842105265,3.5,3.1818181818181817,2.357142857142857,2.8461538461538463,3.1666666666666665,2.9166666666666665,3,0,3
28,Cisgender man,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,Illinois,Rural,"Single, never married",2 years of college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,88,4.631578947368421,2.4166666666666665,3.1818181818181817,1.7142857142857142,2.3846153846153846,2.0833333333333335,2.6666666666666665,5,6,11
46,Cisgender woman,NA,NA,NA,Black or African American,Hispanic or Latino,NA,NA,NA,NA,NA,New York,Urban,Divorced,1 year of college,Protestantism,NA,Christianity,NA,NA,NA,NA,NA,Inter/Non-denominational,NA,NA,111,5.842105263157895,3.4166666666666665,3.1818181818181817,2.5,3.076923076923077,3.0833333333333335,2.8333333333333335,5,6,11
64,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,New York,Urban,Cohabiting with a significant other or in a domestic partnership,Graduated from high school,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,6,3.6666666666666665,3,2.642857142857143,2.923076923076923,3.4166666666666665,2.9166666666666665,2,NA,NA
72,Cisgender woman,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,Pennsylvania,Suburban,Widowed,1 year of college,NA,NA,NA,Judaism,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,4.181818181818182,NA,4,3.9166666666666665,NA,1,4,5
34,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Arkansas,Suburban,"Single, never married",Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,111,5.842105263157895,3.5833333333333335,2.8181818181818183,2.642857142857143,2.8461538461538463,3.0833333333333335,3.0833333333333335,4,4,8
31,Non-binary,NA,NA,NA,NA,Hispanic or Latino,NA,NA,NA,NA,NA,Illinois,Urban,"Single, never married",Graduated from high school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,126,6.631578947368421,3,3.272727272727273,3.857142857142857,3.4615384615384617,3.5,3.25,3,5,8
48,Cisgender man,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,California,Suburban,Married,Completed graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,111,5.842105263157895,3,3,3,3,3,3,5,3,8
41,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,North Carolina,Suburban,Married,Completed graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,113,5.947368421052632,3.6666666666666665,2.4545454545454546,3,3,3.4166666666666665,2.75,1,2,3
